"Person","Country","Industry","age","Net Worth, $B","Rank","Time",
"Pauline MacMillan Keinath","United States","Cargill Inc.","80","4.8","305","2014",
"James Cargill, II.","United States","Cargill Inc.","64","3.2","506","2014",
"Austen Cargill, II.","United States","Cargill Inc.","63","3.2","506","2014",
"Gwendolyn Sontheim Meyer","United States","Cargill Inc.","52","4.8","305","2014",
"Marianne Liebmann","United States","Cargill, Inc.","60","3.2","506","2014",
"Trond Mohn","Norway","cargo pumps","71","1","1741","2015",
"Shari Arison","Israel","Carnival Cruises","56","4.7","319","2014",
"Shari Arison","Israel","Carnival Cruises","57","4.4","369","2015",
"Micky Arison","United States","Carnival Cruises","65","7.1","191","2015",
"Micky Arison","United States","Carnival Cruises","64","6.5","208","2014",
"Roger Penske","United States","cars","78","1.3","1415","2015",
"Roger Penske","United States","cars","77","1.35","1270","2014",
"Brunello Cucinelli","Italy","cashmere sweaters","60","1.3","1284","2014",
"Brunello Cucinelli","Italy","cashmere sweaters","61","1.1","1712","2015",
"Chen Lip Keong","Malaysia","casinos","66","1.25","1356","2014",
"Angela Leong","Hong Kong","casinos","52","2.8","609","2014",
"Angela Leong","Hong Kong","casinos","53","1.7","1118","2015",
"David Chow","Macau","casinos","64","1.8","988","2014",
"Pansy Ho","Hong Kong","casinos","52","5","309","2015",
"Pansy Ho","Hong Kong","casinos","51","6.4","212","2014",
"Lui Che Woo","Hong Kong","casinos","84","22","28","2014",
"Lui Che Woo","Hong Kong","casinos","85","13.5","82","2015",
"James Packer","Australia","casinos","47","5.2","291","2015",
"James Packer","Australia","casinos","46","6.5","208","2014",
"Ina Chan","Hong Kong","casinos","60","1","1565","2014",
"Kazuo Okada","Japan","casinos","72","1.3","1500","2015",
"Kazuo Okada & family","Japan","casinos","71","1.35","1270","2014",
"Lawrence Ho","Hong Kong","casinos","38","2","949","2015",
"Lawrence Ho","Hong Kong","casinos","37","3","551","2014",
"Lam Fong Ngo","Macau","casinos","0","1","1565","2014",
"Sheldon Adelson","United States","casinos","80","38","8","2014",
"Sheldon Adelson","United States","casinos","81","31.4","18","2015",
"Steve Wynn","United States","casinos, hotels","73","3.4","512","2015",
"Steve Wynn","United States","casinos, hotels","72","3.8","396","2014",
"Elaine Wynn","United States","casinos, hotels","71","2","949","2015",
"Elaine Wynn","United States","casinos, hotels","70","2.7","642","2014",
"Kirk Kerkorian","United States","casinos, investments","96","4.5","328","2014",
"Kirk Kerkorian","United States","casinos, investments","97","4.2","393","2015",
"Phillip Ruffin","United States","casinos, real estate","79","2.5","687","2014",
"Phillip Ruffin","United States","casinos, real estate","79","2","949","2015",
"Lorenzo Fertitta","United States","casinos, Ultimate Fighting Championship","46","1.5","1250","2015",
"Lorenzo Fertitta","United States","casinos, Ultimate Fighting Championship","45","1.3","1284","2014",
"Frank Fertitta, III.","United States","casinos, Ultimate Fighting Championship","53","1.5","1250","2015",
"Frank Fertitta, III.","United States","casinos, Ultimate Fighting Championship","52","1.3","1284","2014",
"Seo Jung-Jin","South Korea","Celltrion","56","1","1565","2014",
"Thomas Schmidheiny","Switzerland","cement","69","5.5","271","2015",
"Thomas Schmidheiny","Switzerland","cement","68","5.5","256","2014",
"Benu Gopal Bangur","India","cement","82","1.55","1143","2014",
"Benu Gopal Bangur","India","cement","83","4.1","405","2015",
"Jacques Merceron-Vicat","France","cement","76","1.1","1638","2015",
"Jacques Merceron-Vicat & family","France","cement","75","1.2","1372","2014",
"Maria Ines de Lafuente Lacroze","Argentina","cement firm","70","1.3","1415","2015",
"Maria Ines de Lafuente Lacroze & family","Argentina","cement firm inheritance","69","1.2","1372","2014",
"Lev Kvetnoi","Russia","cement, airport","49","1.2","1533","2015",
"Lev Kvetnoi","Russia","cement, airport","48","1.9","931","2014",
"Francesco Gaetano Caltagirone","Italy","cement, diversified","70","1.5","1154","2014",
"Francesco Gaetano Caltagirone","Italy","cement, diversified","71","2.1","894","2015",
"Aliko Dangote","Nigeria","cement, sugar, flour","56","25","23","2014",
"Aliko Dangote","Nigeria","cement, sugar, flour","57","14.7","67","2015",
"Abdulsamad Rabiu","Nigeria","cement, sugar, flour","55","1","1741","2015",
"Alain Wertheimer","France","Chanel","66","9.5","133","2015",
"Alain Wertheimer","France","Chanel","65","9","141","2014",
"Gerard Wertheimer","France","Chanel","63","9","141","2014",
"Gerard Wertheimer","France","Chanel","64","9.5","133","2015",
"Emanuele (Lino) Saputo","Canada","cheese","77","4.3","345","2014",
"Emanuele (Lino) Saputo","Canada","cheese","78","4.8","330","2015",
"Emmanuel Besnier","France","cheese","43","7.9","167","2014",
"Emmanuel Besnier","France","cheese","44","7.1","191","2015",
"Marie Besnier Beauvalot","France","cheese","34","2.5","737","2015",
"Marie Besnier Beauvalot","France","cheese","33","2.7","642","2014",
"Jean-Michel Besnier","France","cheese","47","2.5","737","2015",
"Jean-Michel Besnier","France","cheese","46","2.7","642","2014",
"James Leprino","United States","cheese","76","3","551","2014",
"James Leprino","United States","cheese","77","3","603","2015",
"James Ratcliffe","United Kingdom","chemicals","62","1.8","1054","2015",
"James Ratcliffe","United Kingdom","chemicals","61","1.2","1372","2014",
"Jon Huntsman","United States","chemicals","77","1.1","1638","2015",
"Jon Huntsman","United States","chemicals","76","1.1","1465","2014",
"John Farber","United States","chemicals","88","2","869","2014",
"John Farber","United States","chemicals","89","2.2","847","2015",
"Magdalena Martullo-Blocher","Switzerland","chemicals","46","3.4","512","2015",
"Magdalena Martullo-Blocher","Switzerland","chemicals","45","2.9","580","2014",
"Miriam Blocher","Switzerland","chemicals","40","1.3","1415","2015",
"Miriam Blocher","Switzerland","chemicals","39","1.1","1465","2014",
"Du Jiangtao","China","chemicals","45","1.6","1226","2015",
"Du Jiangtao & family","China","chemicals","44","1.3","1284","2014",
"Dmitry Mazepin","Russia","chemicals","46","1.3","1415","2015",
"Dmitry Mazepin","Russia","chemicals","45","1.4","1210","2014",
"Devendra Jain","India","chemicals","86","1.5","1250","2015",
"Dieter Schnabel","Germany","chemicals","69","1.7","1118","2015",
"Dieter Schnabel","Germany","chemicals","68","4.5","328","2014",
"Anita Zucker","United States","chemicals","62","2.6","663","2014",
"Anita Zucker","United States","chemicals","63","2.2","847","2015",
"Antonio Del Valle Ruiz","Mexico","chemicals","76","3.7","462","2015",
"Antonio Del Valle Ruiz & family","Mexico","chemicals","75","5","281","2014",
"Chen Jianhua","China","chemicals","44","1.4","1324","2015",
"Chen Jianhua & family","China","chemicals","43","1.4","1210","2014",
"Wei Qi","China","chemicals","60","1.4","1386","2015",
"Wang Jinshu","China","chemicals","58","1.2","1533","2015",
"Sun Shoukuan","China","chemicals","65","1.5","1250","2015",
"Rahel Blocher","Switzerland","chemicals","39","3.5","497","2015",
"Rahel Blocher","Switzerland","chemicals","38","2.9","580","2014",
"Ruan Shuilong","China","chemicals","79","1.9","1044","2015",
"Hans Melchers","Netherlands","chemicals, investments","76","2.2","847","2015",
"Hans Melchers","Netherlands","chemicals, investments","75","1.9","931","2014",
"You Xiaoping","China","chemicals, spandex","57","1","1741","2015",
"William Wrigley, Jr.","United States","chewing gum","50","2.5","687","2014",
"William Wrigley, Jr.","United States","chewing gum","51","2.6","714","2015",
"S. Truett Cathy","United States","Chick-Fil-A","93","6.2","224","2014",
"Dan Cathy","United States","Chick-Fil-A","62","3.2","557","2015",
"Bubba Cathy","United States","Chick-Fil-A","60","3.2","557","2015",
"Hamdi Ulukaya","Turkey","Chobani yogurt","43","1.4","1386","2015",
"Hamdi Ulukaya","Turkey","Chobani yogurt","42","1.4","1210","2014",
"Michele Ferrero & family","Italy","chocolates","88","26.5","22","2014",
"Kenneth Feld","United States","circus, live entertainment","66","1.8","1054","2015",
"Kenneth Feld & family","United States","circus, live entertainment","65","1.8","988","2014",
"Guy Laliberte","Canada","Cirque du Soleil","55","1.9","1006","2015",
"Guy Laliberte","Canada","Cirque du Soleil","54","2","869","2014",
"John Morgridge","United States","Cisco","80","1","1565","2014",
"Sanford Weill","United States","Citigroup","81","1","1741","2015",
"Lee Jay-Hyun","South Korea","CJ","53","1.6","1092","2014",
"Karen Johnson Boyd","United States","cleaning products","90","2.5","737","2015",
"Josephine Louis","United States","cleaning products","84","2.2","847","2015",
"Josephine Louis & family","United States","cleaning products","84","2.9","580","2014",
"Imogene Powers Johnson","United States","cleaning products","85","3.1","577","2015",
"Imogene Powers Johnson","United States","cleaning products","84","3","551","2014",
"Herbert Louis","United States","cleaning products","85","2.9","580","2014",
"Herbert Louis","United States","cleaning products","86","2.2","847","2015",
"H. Fisk Johnson","United States","cleaning products","56","3.1","577","2015",
"H. Fisk Johnson","United States","cleaning products","55","3","551","2014",
"Helen Johnson-Leipold","United States","cleaning products","58","3.1","577","2015",
"Helen Johnson-Leipold","United States","cleaning products","57","3","551","2014",
"S. Curtis Johnson","United States","cleaning products","59","3.1","577","2015",
"S. Curtis Johnson","United States","cleaning products","58","3","551","2014",
"Winnie Johnson-Marquart","United States","cleaning products","54","3","551","2014",
"Winnie Johnson-Marquart","United States","cleaning products","55","3.1","577","2015",
"Isak Andic","Spain","clothing retail","61","4.8","330","2015",
"Isak Andic & family","Spain","clothing retail","60","5.7","244","2014",
"Luciano Benetton","Italy","clothing, investments","79","2.9","628","2015",
"Luciano Benetton","Italy","clothing, investments","78","2.9","580","2014",
"Gilberto Benetton","Italy","clothing, investments","72","2.9","580","2014",
"Gilberto Benetton","Italy","clothing, investments","73","2.9","628","2015",
"Giuliana Benetton","Italy","clothing, investments","76","2.9","580","2014",
"Giuliana Benetton","Italy","clothing, investments","77","2.9","628","2015",
"Carlo Benetton","Italy","clothing, investments","70","2.9","580","2014",
"Carlo Benetton","Italy","clothing, investments","71","2.9","628","2015",
"Christopher Cline","United States","coal","57","1.9","1006","2015",
"Christopher Cline","United States","coal","56","1.4","1210","2014",
"Low Tuck Kwong","Indonesia","coal","65","1.3","1284","2014",
"Low Tuck Kwong","Indonesia","coal","66","1","1741","2015",
"Huo Qinghua","China","coal","52","1","1565","2014",
"Huo Qinghua","China","coal","53","2.3","810","2015",
"Jim Justice, II.","United States","coal","62","1.6","1092","2014",
"Jim Justice, II.","United States","coal","63","1.7","1118","2015",
"Zdenek Bakala","Czech Republic","coal","53","1","1565","2014",
"Pavel Tykac","Czech Republic","coal mine","49","1","1565","2014",
"Pavel Tykac","Czech Republic","coal mine","50","1.1","1712","2015",
"Andrei Bokarev","Russia","coal mining, machine building","47","1.5","1154","2014",
"Andrey Melnichenko","Russia","coal, fertilizers","42","11.4","97","2014",
"Andrey Melnichenko","Russia","coal, fertilizers","42","9.1","137","2015",
"Benny Subianto","Indonesia","coal, investments","72","1","1741","2015",
"Edwin Soeryadjaya","Indonesia","coal, investments","65","1.2","1372","2014",
"Edwin Soeryadjaya","Indonesia","coal, investments","66","1.2","1533","2015",
"Summerfield Johnston, Jr.","United States","Coca-Cola","82","1","1741","2015",
"Robert Stiller","United States","coffee","71","1.2","1533","2015",
"Wolfgang Herz","Germany","coffee","63","4.5","328","2014",
"Wolfgang Herz","Germany","coffee","64","4.5","360","2015",
"Daniela Herz","Germany","coffee","61","2.9","628","2015",
"Daniela Herz","Germany","coffee","60","3.4","466","2014",
"Guenter Herz & Family","Germany","coffee","74","2.9","628","2015",
"Guenter Herz & Family","Germany","coffee","73","4.4","340","2014",
"Michael Herz","Germany","coffee","71","4.5","360","2015",
"Michael Herz","Germany","coffee","70","4.5","328","2014",
"Ingeburg Herz","Germany","coffee","93","2.4","782","2015",
"Ingeburg Herz","Germany","coffee","92","2.4","731","2014",
"Giuseppe De'Longhi","Italy","coffee makers","75","2.9","628","2015",
"Timothy Boyle","United States","Columbia Sportswear","64","1.1","1465","2014",
"Timothy Boyle","United States","Columbia Sportswear","65","1.5","1250","2015",
"Brian Roberts","United States","Comcast","55","1.4","1386","2015",
"Brian Roberts","United States","Comcast","54","1.2","1372","2014",
"Harindarpal Banga","India","commodities","63","1","1565","2014",
"Claude Dauphin","France","commodities","63","1.2","1372","2014",
"Claude Dauphin","France","commodities","64","1.4","1324","2015",
"Kumar Birla","India","commodities","47","9","142","2015",
"Kumar Birla","India","commodities","46","7","191","2014",
"Monique Louis-Dreyfus","France","commodities","74","1.5","1154","2014",
"Monique Roosmale Nepveu","France","commodities","75","1.5","1250","2015",
"Margarita Louis-Dreyfus","Switzerland","commodities","51","8.4","160","2015",
"Margarita Louis-Dreyfus","Switzerland","commodities","50","8.1","165","2014",
"Marie-Jeanne Meyer","France","commodities","72","1.5","1154","2014",
"Marie-Jeanne Meyer","France","commodities","73","1.5","1250","2015",
"Tor Peterson","United States","commodities","49","2.2","796","2014",
"Tor Peterson","United States","commodities","50","1.9","1044","2015",
"Richard Elman","United Kingdom","commodities","74","1.6","1092","2014",
"Richard Elman","United Kingdom","commodities","75","1.8","1054","2015",
"Gary Fegel","Switzerland","commodities trading","41","1.2","1533","2015",
"Gautam Adani","India","commodities, infrastructure","51","2.8","609","2014",
"Gautam Adani","India","commodities, infrastructure","52","6.6","208","2015",
"Mohammed Ibrahim","United Kingdom","communications","67","1.1","1465","2014",
"Mohammed Ibrahim","United Kingdom","communications","68","1.1","1638","2015",
"Eva Maria Bucher-Haefner","Switzerland","Computer Associates","58","2.7","690","2015",
"Eva Maria Bucher-Haefner","Switzerland","Computer Associates","57","2.7","642","2014",
